Valuation Date,Curve Name,Date,Value,Label
2015-02-06,USD-3ML,2016-02-10,0.027491785,1Y
2015-02-06,USD-3ML,2017-02-10,0.027467732,2Y
2015-02-06,USD-3ML,2020-02-10,0.027193702,5Y
2015-02-06,USD-3ML,2025-02-10,0.02982017,10Y
2015-02-06,USD-6ML,2015-08-10,0.023993334,6M
2015-02-06,USD-6ML,2016-02-10,0.031258556,1Y
2015-02-06,USD-6ML,2017-02-10,0.030605859,2Y
2015-02-06,USD-6ML,2020-02-10,0.027058319,5Y
2015-02-06,USD-6ML,2025-02-10,0.032752287,10Y
2015-02-05,USD-Disc,2015-02-06,0.020662471,1D
2015-02-05,USD-Disc,2015-03-11,0.020558834,1M
2015-02-05,USD-Disc,2015-08-12,0.026662614,6M
2015-02-05,USD-Disc,2016-02-11,0.026908556,1Y
2015-02-05,USD-Disc,2017-02-13,0.030646122,2Y
2015-02-05,USD-Disc,2020-02-12,0.030238044,5Y
2015-02-05,USD-Disc,2025-02-12,0.030092399,10Y
2015-02-05,USD-3ML,2015-05-11,0.024752591,3M
2015-02-05,USD-3ML,2016-02-09,0.027591358,1Y
2015-02-05,USD-3ML,2017-02-09,0.027851004,2Y
2015-02-05,USD-3ML,2020-02-10,0.027581103,5Y
2015-02-05,USD-3ML,2025-02-10,0.030028772,10Y
2015-02-05,USD-6ML,2015-08-10,0.024421287,6M
2015-02-05,USD-6ML,2016-02-09,0.031536611,1Y
2015-02-05,USD-6ML,2017-02-09,0.031086382,2Y
2015-02-05,USD-6ML,2020-02-10,0.027609414,5Y
2015-02-05,USD-6ML,2025-02-10,0.033309228,10Y
2015-02-04,USD-Disc,2015-02-05,0.020230578,1D
2015-02-04,USD-Disc,2015-03-10,0.020676775,1M
2015-02-04,USD-Disc,2015-08-10,0.026970775,6M
2015-02-04,USD-Disc,2016-02-10,0.026950225,1Y
2015-02-04,USD-Disc,2017-02-08,0.030251917,2Y
2015-02-04,USD-Disc,2020-02-10,0.030480202,5Y
2015-02-04,USD-Disc,2025-02-10,0.030263534,10Y
2015-02-04,USD-3ML,2015-05-06,0.025079769,3M
2015-02-04,USD-3ML,2016-02-08,0.027370076,1Y
2015-02-04,USD-3ML,2017-02-06,0.028287836,2Y
2015-02-04,USD-3ML,2020-02-06,0.027201546,5Y
2015-02-04,USD-3ML,2025-02-06,0.029902169,10Y
2015-02-04,USD-6ML,2015-08-06,0.024739609,6M
2015-02-04,USD-6ML,2016-02-08,0.030882119,1Y
2015-02-04,USD-6ML,2017-02-06,0.031602446,2Y
2015-02-04,USD-6ML,2020-02-06,0.027093661,5Y
2015-02-04,USD-6ML,2025-02-06,0.033486569,10Y
2015-02-03,USD-Disc,2015-02-04,0.020476939,1D
2015-02-03,USD-Disc,2015-03-09,0.020127462,1M
2015-02-03,USD-Disc,2015-08-07,0.027325489,6M
2015-02-03,USD-Disc,2016-02-09,0.026733978,1Y
2015-02-03,USD-Disc,2017-02-08,0.030271478,2Y
2015-02-03,USD-Disc,2020-02-07,0.02997815,5Y
2015-02-03,USD-Disc,2025-02-07,0.030480445,10Y
2015-02-03,USD-3ML,2015-05-05,0.024876207,3M
2015-02-03,USD-3ML,2016-02-05,0.027760239,1Y
2015-02-03,USD-3ML,2017-02-06,0.027865201,2Y
2015-02-03,USD-3ML,2020-02-05,0.027207676,5Y
2015-02-03,USD-3ML,2025-02-05,0.030064548,10Y
2015-02-03,USD-6ML,2015-08-05,0.02455532,6M
2015-02-03,USD-6ML,2016-02-05,0.031843266,1Y
2015-02-03,USD-6ML,2017-02-06,0.030953161,2Y
2015-02-03,USD-6ML,2020-02-05,0.026987593,5Y
2015-02-03,USD-6ML,2025-02-05,0.033269687,10Y
2015-02-02,USD-Disc,2015-02-03,0.020570212,1D
2015-02-02,USD-Disc,2015-03-06,0.020175976,1M
2015-02-02,USD-Disc,2015-08-06,0.027034871,6M
2015-02-02,USD-Disc,2016-02-08,0.026329134,1Y
2015-02-02,USD-Disc,2017-02-08,0.03036784,2Y
2015-02-02,USD-Disc,2020-02-06,0.030024638,5Y
2015-02-02,USD-Disc,2025-02-06,0.030005044,10Y
2015-02-02,USD-3ML,2015-05-05,0.025150451,3M
2015-02-02,USD-3ML,2016-02-04,0.027311084,1Y
2015-02-02,USD-3ML,2017-02-06,0.027400707,2Y
2015-02-02,USD-3ML,2020-02-04,0.027069498,5Y
2015-02-02,USD-3ML,2025-02-04,0.030282966,10Y
2015-02-02,USD-6ML,2015-08-04,0.024652475,6M
2015-02-02,USD-6ML,2016-02-04,0.031420993,1Y
2015-02-02,USD-6ML,2017-02-06,0.030924731,2Y
2015-02-02,USD-6ML,2020-02-04,0.026883266,5Y
2015-02-02,USD-6ML,2025-02-04,0.033913607,10Y
2015-01-30,USD-Disc,2015-02-02,0.020604533,1D
2015-01-30,USD-Disc,2015-03-05,0.020356956,1M
2015-01-30,USD-Disc,2015-08-05,0.02658845,6M
2015-01-30,USD-Disc,2016-02-05,0.026010783,1Y
2015-01-30,USD-Disc,2017-02-07,0.030686083,2Y
2015-01-30,USD-Disc,2020-02-05,0.029738186,5Y
2015-01-30,USD-Disc,2025-02-05,0.030455658,10Y
2015-01-30,USD-3ML,2015-05-05,0.025160669,3M
2015-01-30,USD-3ML,2016-02-03,0.026895436,1Y
2015-01-30,USD-3ML,2017-02-03,0.026938799,2Y
2015-01-30,USD-3ML,2020-02-03,0.026907212,5Y
2015-01-30,USD-3ML,2025-02-03,0.030570306,10Y
2015-01-30,USD-6ML,2015-08-03,0.02508811,6M
2015-01-30,USD-6ML,2016-02-03,0.030453423,1Y
2015-01-30,USD-6ML,2017-02-03,0.030072055,2Y
2015-01-30,USD-6ML,2020-02-03,0.026738493,5Y
2015-01-30,USD-6ML,2025-02-03,0.034719344,10Y
2015-01-29,USD-Disc,2015-01-30,0.020917956,1D
2015-01-29,USD-Disc,2015-03-04,0.02051903,1M
2015-01-29,USD-Disc,2015-08-05,0.026595714,6M
2015-01-29,USD-Disc,2016-02-04,0.026470984,1Y
2015-01-29,USD-Disc,2017-02-06,0.030424369,2Y
2015-01-29,USD-Disc,2020-02-05,0.029313046,5Y
2015-01-29,USD-Disc,2025-02-05,0.030056258,10Y
2015-01-29,USD-3ML,2015-05-05,0.024952258,3M
2015-01-29,USD-3ML,2016-02-02,0.027271175,1Y
2015-01-29,USD-3ML,2017-02-02,0.026915556,2Y
2015-01-29,USD-3ML,2020-02-03,0.027289798,5Y
2015-01-29,USD-3ML,2025-02-03,0.030352954,10Y
2015-01-29,USD-6ML,2015-08-03,0.024805871,6M
2015-01-29,USD-6ML,2016-02-02,0.031296614,1Y
2015-01-29,USD-6ML,2017-02-02,0.029634334,2Y
2015-01-29,USD-6ML,2020-02-03,0.02720463,5Y
2015-01-29,USD-6ML,2025-02-03,0.034161077,10Y
2015-01-28,USD-Disc,2015-01-29,0.021350862,1D
2015-01-28,USD-Disc,2015-03-03,0.020873963,1M
2015-01-28,USD-Disc,2015-08-03,0.026806013,6M
2015-01-28,USD-Disc,2016-02-02,0.026089801,1Y
2015-01-28,USD-Disc,2017-02-01,0.030746647,2Y
2015-01-28,USD-Disc,2020-02-03,0.028932441,5Y
2015-01-28,USD-Disc,2025-02-03,0.02988929,10Y
2015-01-28,USD-3ML,2015-04-30,0.024668779,3M
2015-01-28,USD-3ML,2016-01-29,0.026858767,1Y
2015-01-28,USD-3ML,2017-01-30,0.02729868,2Y
2015-01-28,USD-3ML,2020-01-30,0.027643436,5Y
2015-01-28,USD-3ML,2025-01-30,0.029878424,10Y
2015-01-28,USD-6ML,2015-07-30,0.024920877,6M
2015-01-28,USD-6ML,2016-01-29,0.030731673,1Y
2015-01-28,USD-6ML,2017-01-30,0.029687045,2Y
2015-01-28,USD-6ML,2020-01-30,0.027293227,5Y
2015-01-28,USD-6ML,2025-01-30,0.03316689,10Y
2015-01-27,USD-Disc,2015-01-28,0.021139985,1D
2015-01-27,USD-Disc,2015-03-03,0.02067032,1M
2015-01-27,USD-Disc,2015-07-31,0.027042324,6M
2015-01-27,USD-Disc,2016-02-02,0.026384141,1Y
2015-01-27,USD-Disc,2017-02-01,0.030400227,2Y
2015-01-27,USD-Disc,2020-01-31,0.028508187,5Y
2015-01-27,USD-Disc,2025-01-31,0.030052818,10Y
2015-01-27,USD-3ML,2015-04-29,0.024575058,3M
2015-01-27,USD-3ML,2016-01-29,0.026907272,1Y
2015-01-27,USD-3ML,2017-01-30,0.027011105,2Y
2015-01-27,USD-3ML,2020-01-29,0.0280654,5Y
2015-01-27,USD-3ML,2025-01-29,0.030145715,10Y
2015-01-27,USD-6ML,2015-07-29,0.025395502,6M
2015-01-27,USD-6ML,2016-01-29,0.030106687,1Y
2015-01-27,USD-6ML,2017-01-30,0.029233246,2Y
2015-01-27,USD-6ML,2020-01-29,0.027860509,5Y
2015-01-27,USD-6ML,2025-01-29,0.033949258,10Y
2015-01-26,USD-Disc,2015-01-27,0.021271783,1D
2015-01-26,USD-Disc,2015-03-03,0.02023224,1M
2015-01-26,USD-Disc,2015-07-30,0.026584737,6M
2015-01-26,USD-Disc,2016-02-01,0.026701737,1Y
2015-01-26,USD-Disc,2017-02-01,0.030654491,2Y
2015-01-26,USD-Disc,2020-01-30,0.028179217,5Y
2015-01-26,USD-Disc,2025-01-30,0.029534767,10Y
2015-01-26,USD-3ML,2015-04-28,0.024743352,3M
2015-01-26,USD-3ML,2016-01-28,0.026896777,1Y
2015-01-26,USD-3ML,2017-01-30,0.026949154,2Y
2015-01-26,USD-3ML,2020-01-28,0.028388323,5Y
2015-01-26,USD-3ML,2025-01-28,0.02976625,10Y
2015-01-26,USD-6ML,2015-07-28,0.025858004,6M
2015-01-26,USD-6ML,2016-01-28,0.030371537,1Y
2015-01-26,USD-6ML,2017-01-30,0.029440579,2Y
2015-01-26,USD-6ML,2020-01-28,0.028323902,5Y
2015-01-26,USD-6ML,2025-01-28,0.033639293,10Y
2015-01-23,USD-Disc,2015-01-26,0.021080979,1D
2015-01-23,USD-Disc,2015-03-03,0.020098392,1M
2015-01-23,USD-Disc,2015-07-29,0.026775479,6M
2015-01-23,USD-Disc,2016-01-29,0.026860706,1Y
2015-01-23,USD-Disc,2017-01-31,0.03030001,2Y
2015-01-23,USD-Disc,2020-01-29,0.028203871,5Y
2015-01-23,USD-Disc,2025-01-29,0.029031092,10Y
2015-01-23,USD-3ML,2015-04-27,0.024480328,3M
2015-01-23,USD-3ML,2016-01-27,0.027034175,1Y
2015-01-23,USD-3ML,2017-01-27,0.026909827,2Y
2015-01-23,USD-3ML,2020-01-27,0.027932552,5Y
2015-01-23,USD-3ML,2025-01-27,0.029964983,10Y
2015-01-23,USD-6ML,2015-07-27,0.026342416,6M
2015-01-23,USD-6ML,2016-01-27,0.030730387,1Y
2015-01-23,USD-6ML,2017-01-27,0.029106747,2Y
2015-01-23,USD-6ML,2020-01-27,0.027427676,5Y
2015-01-23,USD-6ML,2025-01-27,0.033966243,10Y
2015-01-22,USD-Disc,2015-01-23,0.021548558,1D
2015-01-22,USD-Disc,2015-03-02,0.020151024,1M
2015-01-22,USD-Disc,2015-07-29,0.026921145,6M
2015-01-22,USD-Disc,2016-01-28,0.026679482,1Y
2015-01-22,USD-Disc,2017-01-30,0.030455133,2Y
2015-01-22,USD-Disc,2020-01-29,0.027838624,5Y
2015-01-22,USD-Disc,2025-01-29,0.0287656,10Y
2015-01-22,USD-3ML,2015-04-27,0.024957139,3M
2015-01-22,USD-3ML,2016-01-26,0.026815656,1Y
2015-01-22,USD-3ML,2017-01-26,0.026937003,2Y
2015-01-22,USD-3ML,2020-01-27,0.027502641,5Y
2015-01-22,USD-3ML,2025-01-27,0.029458373,10Y
2015-01-22,USD-6ML,2015-07-27,0.025871104,6M
2015-01-22,USD-6ML,2016-01-26,0.030317006,1Y
2015-01-22,USD-6ML,2017-01-26,0.029267911,2Y
2015-01-22,USD-6ML,2020-01-27,0.02735542,5Y
2015-01-22,USD-6ML,2025-01-27,0.033628213,10Y
2015-01-21,USD-Disc,2015-01-22,0.021749296,1D
2015-01-21,USD-Disc,2015-02-25,0.019663155,1M
2015-01-21,USD-Disc,2015-07-27,0.027564203,6M
2015-01-21,USD-Disc,2016-01-27,0.026223142,1Y
2015-01-21,USD-Disc,2017-01-25,0.030456198,2Y
2015-01-21,USD-Disc,2020-01-27,0.028016387,5Y
2015-01-21,USD-Disc,2025-01-27,0.028271999,10Y
2015-01-21,USD-3ML,2015-04-23,0.024536763,3M
2015-01-21,USD-3ML,2016-01-25,0.026916378,1Y
2015-01-21,USD-3ML,2017-01-23,0.027277994,2Y
2015-01-21,USD-3ML,2020-01-23,0.027270321,5Y
2015-01-21,USD-3ML,2025-01-23,0.029514705,10Y
2015-01-21,USD-6ML,2015-07-23,0.026225327,6M
2015-01-21,USD-6ML,2016-01-25,0.030114933,1Y
2015-01-21,USD-6ML,2017-01-23,0.029493008,2Y
2015-01-21,USD-6ML,2020-01-23,0.026552116,5Y
2015-01-21,USD-6ML,2025-01-23,0.033603563,10Y
2015-01-20,USD-Disc,2015-01-21,0.022134551,1D
2015-01-20,USD-Disc,2015-02-25,0.020061403,1M
2015-01-20,USD-Disc,2015-07-24,0.027008546,6M
2015-01-20,USD-Disc,2016-01-26,0.026331548,1Y
2015-01-20,USD-Disc,2017-01-25,0.030070388,2Y
2015-01-20,USD-Disc,2020-01-24,0.027801952,5Y
2015-01-20,USD-Disc,2025-01-24,0.028459553,10Y
2015-01-20,USD-3ML,2015-04-22,0.02423442,3M
2015-01-20,USD-3ML,2016-01-22,0.027059825,1Y
2015-01-20,USD-3ML,2017-01-23,0.027051518,2Y
2015-01-20,USD-3ML,2020-01-22,0.027352245,5Y
2015-01-20,USD-3ML,2025-01-22,0.029616397,10Y
2015-01-20,USD-6ML,2015-07-22,0.026576573,6M
2015-01-20,USD-6ML,2016-01-22,0.03064866,1Y
2015-01-20,USD-6ML,2017-01-23,0.029494453,2Y
2015-01-20,USD-6ML,2020-01-22,0.026791371,5Y
2015-01-20,USD-6ML,2025-01-22,0.03365301,10Y
2015-01-16,USD-Disc,2015-01-20,0.02174938,1D
2015-01-16,USD-Disc,2015-02-25,0.020521441,1M
2015-01-16,USD-Disc,2015-07-23,0.026924793,6M
2015-01-16,USD-Disc,2016-01-25,0.026684041,1Y
2015-01-16,USD-Disc,2017-01-25,0.029891602,2Y
2015-01-16,USD-Disc,2020-01-23,0.02767974,5Y
2015-01-16,USD-Disc,2025-01-23,0.028720946,10Y
2015-01-16,USD-3ML,2015-04-20,0.024527693,3M
2015-01-16,USD-3ML,2016-01-20,0.026988774,1Y
2015-01-16,USD-3ML,2017-01-20,0.027161792,2Y
2015-01-16,USD-3ML,2020-01-21,0.026849841,5Y
2015-01-16,USD-3ML,2025-01-21,0.029500674,10Y
2015-01-16,USD-6ML,2015-07-20,0.026111234,6M
2015-01-16,USD-6ML,2016-01-20,0.031478944,1Y
2015-01-16,USD-6ML,2017-01-20,0.030246212,2Y
2015-01-16,USD-6ML,2020-01-21,0.026796225,5Y
2015-01-16,USD-6ML,2025-01-21,0.033049568,10Y
2015-01-15,USD-Disc,2015-01-16,0.021560724,1D
2015-01-15,USD-Disc,2015-02-24,0.020151727,1M
2015-01-15,USD-Disc,2015-07-22,0.026828942,6M
2015-01-15,USD-Disc,2016-01-22,0.027137185,1Y
2015-01-15,USD-Disc,2017-01-24,0.03036374,2Y
2015-01-15,USD-Disc,2020-01-23,0.027169409,5Y
2015-01-15,USD-Disc,2025-01-23,0.028601048,10Y
2015-01-15,USD-3ML,2015-04-20,0.024298115,3M
2015-01-15,USD-3ML,2016-01-19,0.026631504,1Y
2015-01-15,USD-3ML,2017-01-19,0.027406184,2Y
2015-01-15,USD-3ML,2020-01-21,0.026946783,5Y
2015-01-15,USD-3ML,2025-01-21,0.029596682,10Y
2015-01-15,USD-6ML,2015-07-20,0.026505571,6M
2015-01-15,USD-6ML,2016-01-19,0.031535173,1Y
2015-01-15,USD-6ML,2017-01-19,0.030580052,2Y
2015-01-15,USD-6ML,2020-01-21,0.027119916,5Y
2015-01-15,USD-6ML,2025-01-21,0.033053119,10Y
2015-01-14,USD-Disc,2015-01-15,0.021539434,1D
2015-01-14,USD-Disc,2015-02-19,0.020542144,1M
2015-01-14,USD-Disc,2015-07-20,0.026795731,6M
2015-01-14,USD-Disc,2016-01-21,0.027278509,1Y
2015-01-14,USD-Disc,2017-01-19,0.030060186,2Y
2015-01-14,USD-Disc,2020-01-21,0.027668826,5Y
2015-01-14,USD-Disc,2025-01-21,0.02807264,10Y
2015-01-14,USD-3ML,2015-04-16,0.024077193,3M
2015-01-14,USD-3ML,2016-01-19,0.026714496,1Y
2015-01-14,USD-3ML,2017-01-17,0.027482558,2Y
2015-01-14,USD-3ML,2020-01-16,0.026439731,5Y
2015-01-14,USD-3ML,2025-01-16,0.029943018,10Y
2015-01-14,USD-6ML,2015-07-16,0.026965775,6M
2015-01-14,USD-6ML,2016-01-19,0.031863972,1Y
2015-01-14,USD-6ML,2017-01-17,0.030963432,2Y
2015-01-14,USD-6ML,2020-01-16,0.02681745,5Y
2015-01-14,USD-6ML,2025-01-16,0.033218305,10Y
2015-01-13,USD-Disc,2015-01-14,0.021324502,1D
2015-01-13,USD-Disc,2015-02-19,0.020832009,1M
2015-01-13,USD-Disc,2015-07-17,0.026932984,6M
2015-01-13,USD-Disc,2016-01-20,0.027525481,1Y
2015-01-13,USD-Disc,2017-01-19,0.029680445,2Y
2015-01-13,USD-Disc,2020-01-17,0.027777497,5Y
2015-01-13,USD-Disc,2025-01-17,0.028282798,10Y
2015-01-13,USD-3ML,2015-04-15,0.024289851,3M
2015-01-13,USD-3ML,2016-01-15,0.026554218,1Y
2015-01-13,USD-3ML,2017-01-17,0.027823957,2Y
2015-01-13,USD-3ML,2020-01-15,0.026565005,5Y
2015-01-13,USD-3ML,2025-01-15,0.029652463,10Y
2015-01-13,USD-6ML,2015-07-15,0.026718655,6M
2015-01-13,USD-6ML,2016-01-15,0.032450962,1Y
2015-01-13,USD-6ML,2017-01-17,0.031228455,2Y
2015-01-13,USD-6ML,2020-01-15,0.02650261,5Y
2015-01-13,USD-6ML,2025-01-15,0.033138494,10Y
2015-01-12,USD-Disc,2015-01-13,0.020915928,1D
2015-01-12,USD-Disc,2015-02-19,0.020443841,1M
2015-01-12,USD-Disc,2015-07-16,0.026523052,6M
2015-01-12,USD-Disc,2016-01-19,0.027663231,1Y
2015-01-12,USD-Disc,2017-01-19,0.029642835,2Y
2015-01-12,USD-Disc,2020-01-16,0.028171703,5Y
2015-01-12,USD-Disc,2025-01-16,0.02832007,10Y
2015-01-12,USD-3ML,2015-04-14,0.024723197,3M
2015-01-12,USD-3ML,2016-01-14,0.026283839,1Y
2015-01-12,USD-3ML,2017-01-17,0.02784203,2Y
2015-01-12,USD-3ML,2020-01-14,0.026972203,5Y
2015-01-12,USD-3ML,2025-01-14,0.029845519,10Y
2015-01-12,USD-6ML,2015-07-14,0.027090823,6M
2015-01-12,USD-6ML,2016-01-14,0.032408554,1Y
2015-01-12,USD-6ML,2017-01-17,0.030861621,2Y
2015-01-12,USD-6ML,2020-01-14,0.027065278,5Y
2015-01-12,USD-6ML,2025-01-14,0.033319334,10Y
2015-01-09,USD-Disc,2015-01-12,0.021287776,1D
2015-01-09,USD-Disc,2015-02-18,0.020357667,1M
2015-01-09,USD-Disc,2015-07-15,0.026308653,6M
2015-01-09,USD-Disc,2016-01-15,0.028063846,1Y
2015-01-09,USD-Disc,2017-01-18,0.029912799,2Y
2015-01-09,USD-Disc,2020-01-15,0.028099724,5Y
2015-01-09,USD-Disc,2025-01-15,0.028014354,10Y
2015-01-09,USD-3ML,2015-04-13,0.024258608,3M
2015-01-09,USD-3ML,2016-01-13,0.026748809,1Y
2015-01-09,USD-3ML,2017-01-13,0.027518639,2Y
2015-01-09,USD-3ML,2020-01-13,0.026534279,5Y
2015-01-09,USD-3ML,2025-01-13,0.029557832,10Y
2015-01-09,USD-6ML,2015-07-13,0.027355901,6M
2015-01-09,USD-6ML,2016-01-13,0.03207578,1Y
2015-01-09,USD-6ML,2017-01-13,0.030794221,2Y
2015-01-09,USD-6ML,2020-01-13,0.026026861,5Y
2015-01-09,USD-6ML,2025-01-13,0.033226542,10Y
2015-01-08,USD-Disc,2015-01-09,0.021518143,1D
2015-01-08,USD-Disc,2015-02-17,0.020073496,1M
2015-01-08,USD-Disc,2015-07-15,0.026724681,6M
2015-01-08,USD-Disc,2016-01-14,0.028006511,1Y
2015-01-08,USD-Disc,2017-01-17,0.029616372,2Y
2015-01-08,USD-Disc,2020-01-15,0.027760886,5Y
2015-01-08,USD-Disc,2025-01-15,0.02810503,10Y
2015-01-08,USD-3ML,2015-04-13,0.023954452,3M
2015-01-08,USD-3ML,2016-01-12,0.026471,1Y
2015-01-08,USD-3ML,2017-01-12,0.027902567,2Y
2015-01-08,USD-3ML,2020-01-13,0.026113859,5Y
2015-01-08,USD-3ML,2025-01-13,0.029474768,10Y
2015-01-08,USD-6ML,2015-07-13,0.027432891,6M
2015-01-08,USD-6ML,2016-01-12,0.031972077,1Y
2015-01-08,USD-6ML,2017-01-12,0.030728108,2Y
2015-01-08,USD-6ML,2020-01-13,0.025423059,5Y
2015-01-08,USD-6ML,2025-01-13,0.033184631,10Y
2015-01-07,USD-Disc,2015-01-08,0.021969297,1D
2015-01-07,USD-Disc,2015-02-11,0.020305883,1M
2015-01-07,USD-Disc,2015-07-13,0.026822871,6M
2015-01-07,USD-Disc,2016-01-13,0.027924328,1Y
2015-01-07,USD-Disc,2017-01-11,0.029687727,2Y
2015-01-07,USD-Disc,2020-01-13,0.027822134,5Y
2015-01-07,USD-Disc,2025-01-13,0.02831036,10Y
2015-01-07,USD-3ML,2015-04-09,0.024087272,3M
2015-01-07,USD-3ML,2016-01-11,0.026413395,1Y
2015-01-07,USD-3ML,2017-01-09,0.027794644,2Y
2015-01-07,USD-3ML,2020-01-09,0.026375143,5Y
2015-01-07,USD-3ML,2025-01-09,0.029367078,10Y
2015-01-07,USD-6ML,2015-07-09,0.027576939,6M
2015-01-07,USD-6ML,2016-01-11,0.032123198,1Y
2015-01-07,USD-6ML,2017-01-09,0.030359468,2Y
2015-01-07,USD-6ML,2020-01-09,0.025535514,5Y
2015-01-07,USD-6ML,2025-01-09,0.032589629,10Y
2015-01-06,USD-Disc,2015-01-07,0.021985518,1D
2015-01-06,USD-Disc,2015-02-11,0.020496601,1M
2015-01-06,USD-Disc,2015-07-10,0.02655881,6M
2015-01-06,USD-Disc,2016-01-12,0.027907453,1Y
2015-01-06,USD-Disc,2017-01-11,0.029835895,2Y
2015-01-06,USD-Disc,2020-01-10,0.028234508,5Y
2015-01-06,USD-Disc,2025-01-10,0.028512058,10Y
2015-01-06,USD-3ML,2015-04-08,0.024573043,3M
2015-01-06,USD-3ML,2016-01-08,0.02689681,1Y
2015-01-06,USD-3ML,2017-01-09,0.028235218,2Y
2015-01-06,USD-3ML,2020-01-08,0.026133807,5Y
2015-01-06,USD-3ML,2025-01-08,0.029840634,10Y
2015-01-06,USD-6ML,2015-07-08,0.027781953,6M
2015-01-06,USD-6ML,2016-01-08,0.033257842,1Y
2015-01-06,USD-6ML,2017-01-09,0.030536872,2Y
2015-01-06,USD-6ML,2020-01-08,0.025525744,5Y
2015-01-06,USD-6ML,2025-01-08,0.032598344,10Y
2015-01-05,USD-Disc,2015-01-06,0.02238598,1D
2015-01-05,USD-Disc,2015-02-11,0.020043647,1M
2015-01-05,USD-Disc,2015-07-09,0.026363077,6M
2015-01-05,USD-Disc,2016-01-11,0.027621968,1Y
2015-01-05,USD-Disc,2017-01-11,0.029561004,2Y
2015-01-05,USD-Disc,2020-01-09,0.028306949,5Y
2015-01-05,USD-Disc,2025-01-09,0.028588325,10Y
2015-01-05,USD-3ML,2015-04-07,0.024162862,3M
2015-01-05,USD-3ML,2016-01-07,0.026517142,1Y
2015-01-05,USD-3ML,2017-01-09,0.0282985,2Y
2015-01-05,USD-3ML,2020-01-07,0.026176572,5Y
2015-01-05,USD-3ML,2025-01-07,0.030212269,10Y
2015-01-05,USD-6ML,2015-07-07,0.027994945,6M
2015-01-05,USD-6ML,2016-01-07,0.032248617,1Y
2015-01-05,USD-6ML,2017-01-09,0.030802856,2Y
2015-01-05,USD-6ML,2020-01-07,0.025108396,5Y
2015-01-05,USD-6ML,2025-01-07,0.033006977,10Y
2015-01-02,USD-Disc,2015-01-05,0.022453539,1D
2015-01-02,USD-Disc,2015-02-10,0.019798789,1M
2015-01-02,USD-Disc,2015-07-08,0.02645636,6M
2015-01-02,USD-Disc,2016-01-08,0.027425108,1Y
2015-01-02,USD-Disc,2017-01-10,0.029360813,2Y
2015-01-02,USD-Disc,2020-01-08,0.028112752,5Y
2015-01-02,USD-Disc,2025-01-08,0.029106859,10Y
2015-01-02,USD-3ML,2015-04-07,0.024469431,3M
2015-01-02,USD-3ML,2016-01-06,0.026265813,1Y
2015-01-02,USD-3ML,2017-01-06,0.028051081,2Y
2015-01-02,USD-3ML,2020-01-06,0.026368443,5Y
2015-01-02,USD-3ML,2025-01-06,0.029766587,10Y
2015-01-02,USD-6ML,2015-07-06,0.027846953,6M
2015-01-02,USD-6ML,2016-01-06,0.031731698,1Y
2015-01-02,USD-6ML,2017-01-06,0.03084409,2Y
2015-01-02,USD-6ML,2020-01-06,0.024880297,5Y
2015-01-02,USD-6ML,2025-01-06,0.032752548,10Y
2014-12-31,USD-Disc,2015-01-02,0.021965595,1D
2014-12-31,USD-Disc,2015-02-09,0.019499299,1M
2014-12-31,USD-Disc,2015-07-08,0.026368931,6M
2014-12-31,USD-Disc,2016-01-07,0.027104715,1Y
2014-12-31,USD-Disc,2017-01-09,0.029140844,2Y
2014-12-31,USD-Disc,2020-01-08,0.0277868,5Y
2014-12-31,USD-Disc,2025-01-08,0.029390823,10Y
2014-12-31,USD-3ML,2015-04-07,0.024603636,3M
2014-12-31,USD-3ML,2016-01-05,0.026084496,1Y
2014-12-31,USD-3ML,2017-01-05,0.028526518,2Y
2014-12-31,USD-3ML,2020-01-06,0.026446146,5Y
2014-12-31,USD-3ML,2025-01-06,0.030138558,10Y
2014-12-31,USD-6ML,2015-07-06,0.027885892,6M
2014-12-31,USD-6ML,2016-01-05,0.032145454,1Y
2014-12-31,USD-6ML,2017-01-05,0.031761969,2Y
2014-12-31,USD-6ML,2020-01-06,0.02504271,5Y
2014-12-31,USD-6ML,2025-01-06,0.032574026,10Y
2014-12-30,USD-Disc,2014-12-31,0.022100081,1D
2014-12-30,USD-Disc,2015-02-04,0.019249622,1M
2014-12-30,USD-Disc,2015-07-06,0.026772729,6M
2014-12-30,USD-Disc,2016-01-06,0.027403887,1Y
2014-12-30,USD-Disc,2017-01-05,0.029194512,2Y
2014-12-30,USD-Disc,2020-01-06,0.027405542,5Y
2014-12-30,USD-Disc,2025-01-06,0.029502512,10Y
2014-12-30,USD-3ML,2015-04-02,0.024480328,3M
2014-12-30,USD-3ML,2016-01-04,0.025610508,1Y
2014-12-30,USD-3ML,2017-01-03,0.02891925,2Y
2014-12-30,USD-3ML,2020-01-02,0.026834247,5Y
2014-12-30,USD-3ML,2025-01-02,0.029796492,10Y
2014-12-30,USD-6ML,2015-07-02,0.028327888,6M
2014-12-30,USD-6ML,2016-01-04,0.03129209,1Y
2014-12-30,USD-6ML,2017-01-03,0.032241831,2Y
2014-12-30,USD-6ML,2020-01-02,0.024929625,5Y
2014-12-30,USD-6ML,2025-01-02,0.032748782,10Y
